FlowSQLId,FlowId,DatabaseTypeId,MinVersion,MaxVersion,SQLText,SSIS_SQLText
44,44,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_PersonIdentifier]
           ([PersonIdentifier_Id]
           ,[Version]
           ,[IdentifierValue]
           ,[IdentifierType]
           ,[IdentifierSubtype]
           ,[NumApplications]
           ,[DateCreated]
           ,[DateLastModified]
           ,[Createdby]
           ,[LastModifiedby]
           ,[Person_Id]
           ,[Idx]
           ,[IdentifierPartialValue]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
	SELECT PERSONIDENTIFIER_ID
		,VERSION
		,IDENTIFIERVALUE
		,IDENTIFIERTYPE
		,IDENTIFIERSUBTYPE
		,NUMAPPLICATIONS
		,DATECREATED
		,DATELASTMODIFIED
		,CREATEDBY
		,LASTMODIFIEDBY
		,PERSON_ID
		,IDX
		,IDENTIFIERPARTIALVALUE
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
		SELECT PERSONIDENTIFIER_ID
		  ,VERSION
		  ,IDENTIFIERVALUE
		  ,IDENTIFIERTYPE
		  ,IDENTIFIERSUBTYPE
		  ,NUMAPPLICATIONS
		  ,TO_CHAR(DATECREATED,''YYYY-MM-DD HH24:MI:SS'') AS DATECREATED
		  ,TO_CHAR(DATELASTMODIFIED,''YYYY-MM-DD HH24:MI:SS'') AS DATELASTMODIFIED
		  ,CREATEDBY
		  ,LASTMODIFIEDBY
		  ,PERSON_ID
		  ,IDX
		  ,IDENTIFIERPARTIALVALUE
		FROM PERSONIDENTIFIER
		WHERE 
			(DateLastModified >= <FROMDATE_Q> )
		') as a","
SELECT		personidentifier_id, 
				version, 
				identifiervalue, 
				identifiertype, 
				identifiersubtype, 
				0 as numapplications,
				CONVERT(VARCHAR(19), datecreated, 120) as datecreated, 
			    CONVERT(VARCHAR(19), datelastmodified, 120) as datelastmodified, 
				createdby, 
				lastmodifiedby, 
				person_id, 
				identifierpartialvalue, 
				0 idx,
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM personidentifier 
	 WHERE (datelastmodified >= <FROMDATE_Q>)"
45,45,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_PositionKey]
           ([PositionKey_Id]
           ,[Version]
           ,[Client_Id]
           ,[KeyName]
           ,[Description]
           ,[JobOpening_Id]
           ,[Jobcode]
           ,[IsActive]
           ,[LocationType]
           ,[Location_Id]
           ,[CustomField_Id]
           ,[DateCreated]
           ,[DateLastModified]
           ,[CreatedBy]
           ,[LastModifiedBy]
           ,[Dateopened]
           ,[Dateclosed]
           ,[ClosedBy]
           ,[Closedreason]
           ,[Guuid]
           ,[PositionKeyNumber]
           ,[MinimumSalary]
           ,[MaximumSalary]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
	SELECT POSITIONKEY_ID
		,VERSION
		,CLIENT_ID
		,KEYNAME
		,DESCRIPTION
		,JOBOPENING_ID
		,JOBCODE
		,ISACTIVE
		,LOCATIONTYPE
		,LOCATION_ID
		,CUSTOMFIELD_ID
		,datecreated
		,DateLastModified
		,CREATEDBY
		,LASTMODIFIEDBY
		,DATEOPENED
		,DATECLOSED
		,CLOSEDBY
		,CLOSEDREASON
		,GUUID
		,POSITIONKEYNUMBER
		,MINIMUMSALARY
		,MAXIMUMSALARY
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
		SELECT POSITIONKEY_ID
			,VERSION
			,CLIENT_ID
			,KEY as KEYNAME
			,DESCRIPTION
			,JOBOPENING_ID
			,JOBCODE
			,ISACTIVE
			,LOCATIONTYPE
			,LOCATION_ID
			,CUSTOMFIELD_ID
			,TO_CHAR(datecreated,''YYYY-MM-DD HH24:MI:SS'') AS datecreated
			,TO_CHAR(DateLastModified,''YYYY-MM-DD HH24:MI:SS'') AS DateLastModified
			,CREATEDBY
			,LASTMODIFIEDBY
			,TO_CHAR(DATEOPENED,''YYYY-MM-DD HH24:MI:SS'') AS DATEOPENED
			,TO_CHAR(DATECLOSED,''YYYY-MM-DD HH24:MI:SS'') AS DATECLOSED
			,CLOSEDBY
			,CLOSEDREASON
			,GUUID
			,POSITIONKEYNUMBER
			,MINIMUMSALARY
			,MAXIMUMSALARY
		FROM POSITIONKEY
		WHERE 
			(DateLastModified >= <FROMDATE_Q> )
		') as a","SELECT		positionkey_id, 
				version, 
				client_id, 
				key as keyname, 
				description, 
				jobopening_id, 
				jobcode, 
				isactive, 
				locationtype, 
				location_id, 
				customfield_id, 
				TO_CHAR(datecreated,'YYYY-MM-DD HH24:MI:SS') as datecreated, 
				TO_CHAR(datelastmodified,'YYYY-MM-DD HH24:MI:SS') as datelastmodified, 
				createdby, 
				lastmodifiedby, 
				TO_CHAR(dateopened,'YYYY-MM-DD HH24:MI:SS') as dateopened, 
				TO_CHAR(dateclosed,'YYYY-MM-DD HH24:MI:SS') as dateclosed, 
				closedby, 
				closedreason, 
				guuid, 
				positionkeynumber, 
				minimumsalary, 
				maximumsalary, 
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM positionkey 
	 WHERE (datelastmodified >= <FROMDATE_Q>) "
46,46,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_Posting]
           ([Posting_Id]
           ,[Version]
           ,[JobCode]
           ,[PostingNumber]
           ,[PostingBeginDate]
           ,[PostingEndDate]
           ,[PostingActiveDays]
           ,[RollUpName]
           ,[IsHotJob]
           ,[IsActive]
           ,[PositionNum]
           ,[SoundFileLocation]
           ,[JobType]
           ,[JobFunction]
           ,[SpecificJobFunction]
           ,[JobFamily]
           ,[JobCategory]
           ,[SalaryFrequency]
           ,[SalaryCurrency]
           ,[PositionLevel]
           ,[FlsaExemptionStatus]
           ,[DegreeRequired]
           ,[PostingStatus]
           ,[SalaryGradeCode]
           ,[MinimumSalary]
           ,[MidRangeSalary]
           ,[MaximumSalary]
           ,[ReferralBonus]
           ,[Relocation]
           ,[TravelPerCent]
           ,[MinExperience]
           ,[ContactEmail]
           ,[ContactPhone]
           ,[IsFullTime]
           ,[EQuestUpdated]
           ,[OpenForDays]
           ,[JobIndustry]
           ,[Qualifier_Id]
           ,[ReportsTo_Id]
           ,[PostingSite_Id]
           ,[JobOpening_Id]
           ,[ParentScript_Id]
           ,[PostingToApply]
           ,[Guuid]
           ,[DateCreated]
           ,[DateLastModified]
           ,[CreatedBy]
           ,[LastModifiedBy]
           ,[PostingCreator_Id]
           ,[CustomField_Id]
           ,[JobCategoryText]
           ,[DisplaySetValue_Id]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
	SELECT Posting_id
		,Version
		,JobCode
		,PostingNumber
		,PostingBeginDate
		,PostingEndDate
		,PostingActiveDays
		,RollUpName
		,IsHotJob
		,IsActive
		,PositionNum
		,SoundFileLocation
		,JobType
		,JobFunction
		,SpecificJobFunction
		,JobFamily
		,JobCategory
		,SalaryFrequency
		,SalaryCurrency
		,PositionLevel
		,FlsaExemptionStatus
		,DegreeRequired
		,PostingStatus
		,SalaryGradeCode
		,MinimumSalary
		,MidRangeSalary
		,MaximumSalary 
		,ReferralBonus
		,Relocation
		,TravelPerCent
		,MinExperience
		,ContactEmail
		,ContactPhone
		,IsFullTime
		,EQuestUpdated 
		,OpenForDays
		,JobIndustry
		,Qualifier_Id
		,ReportsTo_Id 
		,PostingSite_Id
		,JobOpening_Id
		,ParentScript_Id 
		,PostingToApply
		,Guuid
		,datecreated 
		,DateLastModified
		,CreatedBy
		,LastModifiedBy
		,PostingCreator_Id
		,CustomField_Id
		,null as JobCategoryText
		,null as DisplaySetValue_ID  
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
		SELECT p.Posting_id
			,p.Version
			,p.JobCode
			,p.PostingNumber
			,TO_CHAR(p.PostingBeginDate,''YYYY-MM-DD HH24:MI:SS'') AS PostingBeginDate
			,TO_CHAR(p.PostingEndDate,''YYYY-MM-DD HH24:MI:SS'') AS PostingEndDate
			,p.PostingActiveDays
			,p.RollUpName
			,p.IsHotJob
			,p.IsActive
			,p.PositionNum
			,p.SoundFileLocation
			,p.JobType
			,p.JobFunction
			,p.SpecificJobFunction
			,p.JobFamily
			,p.JobCategory
			,p.SalaryFrequency
			,p.SalaryCurrency
			,p.PositionLevel
			,p.FlsaExemptionStatus
			,p.DegreeRequired
			,p.PostingStatus
			,p.SalaryGradeCode
			,p.MinimumSalary
			,p.MidRangeSalary
			,p.MaximumSalary 
			,p.ReferralBonus
			,p.Relocation
			,p.TravelPerCent
			,p.MinExperience
			,p.ContactEmail
			,p.ContactPhone
			,p.IsFullTime
			,p.EQuestUpdated 
			,p.OpenForDays
			,p.JobIndustry
			,p.Qualifier_Id
			,p.ReportsTo_Id 
			,p.PostingSite_Id
			,p.JobOpening_Id
			,p.ParentScript_Id 
			,p.PostingToApply
			,p.Guuid
			,TO_CHAR(datecreated,''YYYY-MM-DD HH24:MI:SS'') AS datecreated 
			,TO_CHAR(DateLastModified,''YYYY-MM-DD HH24:MI:SS'') AS DateLastModified
			,p.CreatedBy
			,p.LastModifiedBy
			,p.PostingCreator_Id
			,p.CustomField_Id
		FROM  Posting p
		WHERE 
			(p.DateLastModified >= <FROMDATE_Q> )
		') as a","SELECT		posting_id, 
				version, 
				jobcode, 
				postingnumber, 
				CONVERT(VARCHAR(19), postingbegindate, 120) as postingbegindate, 
			    CONVERT(VARCHAR(19), postingenddate, 120) as postingenddate,
				postingactivedays, 
				rollupname, 
				ishotjob, 
				isactive, 
				positionnum, 
				soundfilelocation, 
				jobtype, 
				jobfunction, 
				specificjobfunction, 
				jobfamily, 
				jobcategory, 
				salaryfrequency, 
				salarycurrency, 
				positionlevel, 
				flsaexemptionstatus, 
				degreerequired, 
				postingstatus, 
				salarygradecode, 
				minimumsalary, 
				midrangesalary, 
				maximumsalary, 
				referralbonus, 
				relocation, 
				travelpercent, 
				minexperience, 
				contactemail, 
				contactphone, 
				isfulltime, 
				equestupdated, 
				openfordays, 
				jobindustry, 
				qualifier_id, 
				reportsto_id, 
				postingsite_id, 
				jobopening_id, 
				parentscript_id, 
				postingtoapply, 
				guuid, 
				CONVERT(VARCHAR(19), datecreated, 120) as datecreated, 
			    CONVERT(VARCHAR(19), datelastmodified, 120) as datelastmodified,
				createdby, 
				lastmodifiedby, 
				postingcreator_id, 
				customfield_id, 
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM posting 
	 WHERE (datelastmodified >= <FROMDATE_Q>)"
47,47,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_PostingDestination]
           ([PostingDestination_Id]
           ,[Version]
           ,[Name]
           ,[DestinationType]
           ,[Application_Id]
           ,[DateCreated]
           ,[DateLastModified]
           ,[CreatedBy]
           ,[LastModifiedBy]
           ,[Guuid]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
SELECT POSTINGDESTINATION_ID
	,VERSION
	,NAME
	,DESTINATIONTYPE
	,APPLICATION_ID
	,DATECREATED
	,DATELASTMODIFIED
	,CREATEDBY
	,LASTMODIFIEDBY
	,GUUID
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
SELECT POSTINGDESTINATION_ID
	,VERSION
	,NAME
	,DESTINATIONTYPE
	,APPLICATION_ID
	,TO_CHAR(DATECREATED,''YYYY-MM-DD HH24:MI:SS'') AS DATECREATED
	,TO_CHAR(DATELASTMODIFIED,''YYYY-MM-DD HH24:MI:SS'') AS DATELASTMODIFIED
	,CREATEDBY
	,LASTMODIFIEDBY
	,GUUID
FROM POSTINGDESTINATION
		WHERE 
			(DateLastModified >= <FROMDATE_Q> )
		') as a","SELECT		postingdestination_id, 
				version, 
				name, 
				destinationtype, 
				application_id, 
				CONVERT(VARCHAR(19), datecreated, 120) as datecreated, 
			    CONVERT(VARCHAR(19), datelastmodified, 120) as datelastmodified,
				createdby, 
				lastmodifiedby, 
				guuid, 
				externalidentifier,
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM postingdestination 
	 WHERE (datelastmodified >= <FROMDATE_Q>)"
48,48,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_PostingTeam]
           ([PostingTeam_Id]
           ,[Version]
           ,[MemberRole]
           ,[Posting_id]
           ,[Member_id]
           ,[DateCreated]
           ,[DateLastModified]
           ,[CreatedBy]
           ,[LastModifiedBy]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
	SELECT postingteam_id
		,version
		,memberrole
		,posting_id
		,member_id
		,datecreated
		,DateLastModified
		,CreatedBy
		,LastModifiedBy
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
		SELECT postingteam_id
			,version
			,memberrole
			,posting_id
			,member_id
			,TO_CHAR(datecreated,''YYYY-MM-DD HH24:MI:SS'') AS datecreated
			,TO_CHAR(DateLastModified,''YYYY-MM-DD HH24:MI:SS'') AS DateLastModified
			,CreatedBy
			,LastModifiedBy
		FROM PostingTeam
		WHERE 
			(DateLastModified >= <FROMDATE_Q> )
		') as a","SELECT		postingteam_id, 
				version, 
				memberrole, 
				posting_id, 
				member_id, 
				TO_CHAR(datecreated,'YYYY-MM-DD HH24:MI:SS') as datecreated, 
				TO_CHAR(datelastmodified,'YYYY-MM-DD HH24:MI:SS') as datelastmodified, 
				createdby, 
				lastmodifiedby, 
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM postingteam 
	 WHERE (datelastmodified >= <FROMDATE_Q>) "
49,49,2,8.5,999,"
INSERT INTO [DataWarehouse].[Stage].[aTao_Question_aTao]             ([Question_Id]             ,[Version]             ,[QuestionCategory]             ,[QuestionType]             ,[QuestionSubtype]             ,[Client_Id]             ,[ScriptSupertype]             ,[Heading]             ,[Description]             ,[QuestionKey]             ,[Editable]             ,[ParentQuestion_Id]             ,[ItaxQuid]             ,[ObjectMapping]             ,[IsActive]             ,[Source_Question_Id]             ,[Guuid]             ,[DateCreated]             ,[CreatedBy]             ,[DateLastModified]             ,[LastModifiedBy]             ,[Time_Limit]             ,[DisplayFormat]             ,[DecimalPrecision]             ,[Encrypted]             ,[UsesSelectList]             ,[ExtractDate]             ,[BatchDate]             ,[SourceSkey])   SELECT QUESTION_ID    ,VERSION    ,QUESTIONCATEGORY    ,QUESTIONTYPE    ,QUESTIONSUBTYPE    ,CLIENT_ID    ,SCRIPTSUPERTYPE    ,HEADING    ,DESCRIPTION    ,QUESTIONKEY    ,EDITABLE    ,PARENTQUESTION_ID    ,ITAXQUID    ,OBJECTMAPPING    ,ISACTIVE    ,SOURCE_QUESTION_ID    ,GUUID    ,DATECREATED    ,CREATEDBY    ,DATELASTMODIFIED    ,LASTMODIFIEDBY    ,TIME_LIMIT    ,DISPLAYFORMAT    ,DECIMALPRECISION    ,ENCRYPTED    ,USESSELECTLIST    ,<BATCHDATE> as ExtractDate    ,<BATCHDATE> as BatchDate    ,<SOURCESKEY> as SourceSkey   FROM OPENQUERY(<LINKNAME>, N'    SELECT QUESTION_ID     ,VERSION     ,QUESTIONCATEGORY     ,QUESTIONTYPE     ,QUESTIONSUBTYPE     ,CLIENT_ID     ,SCRIPTSUPERTYPE     ,HEADING     ,DESCRIPTION     ,QUESTIONKEY     ,EDITABLE     ,PARENTQUESTION_ID     ,ITAXQUID     ,OBJECTMAPPING     ,ISACTIVE     ,0 as SOURCE_QUESTION_ID     ,GUUID     ,TO_CHAR(DATECREATED,'YYYY-MM-DD HH24:MI:SS') AS DATECREATED     ,CREATEDBY     ,TO_CHAR(DATELASTMODIFIED,'YYYY-MM-DD HH24:MI:SS') AS DATELASTMODIFIED     ,LASTMODIFIEDBY     ,TIME_LIMIT     ,DISPLAYFORMAT     ,DECIMALPRECISION     ,ENCRYPTED     ,USESSELECTLIST    FROM QUESTION_ATAO     WHERE      (DateCreated >= <FROMDATE_Q>  or DateLastModified >= <FROMDATE_Q> )    ') as a
","SELECT		question_id, 
				version, 
				questioncategory, 
				questiontype, 
				questionsubtype, 
				client_id, 
				scriptsupertype, 
				heading, 
				description, 
				questionkey, 
				editable, 
				parentquestion_id, 
				itaxquid, 
				objectmapping, 
				isactive, 
				/*to_number(NULL) source_question_id, */
				guuid, 
				CONVERT(VARCHAR(19), datecreated, 120) as datecreated,  
				createdby, 
				CONVERT(VARCHAR(19), datelastmodified, 120) as datelastmodified, 
				lastmodifiedby, 
				time_limit, 
				displayformat, 
				decimalprecision, 
				encrypted, 
				usesselectlist, 
				IsSensitiveData,
				QuestionContext,
				DataMeaning_id,
				ResponseMinValue,
				ResponseMaxValue,
				NumericLength,
				QuestionIdentifier,
				DateValidationType,
				DateFromOffset,
				DateToOffset,
				IsIntegrationQuestion,
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey
	 FROM question_atao 
	 WHERE (datecreated >= <FROMDATE_Q>) OR (datelastmodified >= <FROMDATE_Q>)"
50,50,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_Requisition]
           ([Requisition_Id]
           ,[RequisitionNumber]
           ,[PageFlowInstance]
           ,[WorkFlowTemplate]
           ,[ProcessInstance_Id]
           ,[NumericRequisitionNumber]
           ,[RollUpName]
           ,[RequisitionStatus]
           ,[SalaryGradeCode]
           ,[MinimumSalary]
           ,[MidRangeSalary]
           ,[MaximumSalary]
           ,[SalaryFrequency]
           ,[SalaryCurrency]
           ,[MinExperience]
           ,[IsFullTime]
           ,[PositionLevel]
           ,[FlsaExemptionStatus]
           ,[DegreeRequired]
           ,[Relocation]
           ,[TravelPerCent]
           ,[JobFamily]
           ,[ReportsTo]
           ,[CustomField_Id]
           ,[NoOfOpenings]
           ,[OfferCount]
           ,[FilledCount]
           ,[ReasonForOpenings]
           ,[Incumbent]
           ,[Creator]
           ,[TargetFillDate]
           ,[HiringManager]
           ,[MaxAddCompnType]
           ,[MaxAddCompnAllowed]
           ,[EmploymentStatus]
           ,[Grade]
           ,[PayRateType]
           ,[ApproverList_id]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
	SELECT requisition_id
		,requisitionnumber
		,pageflowinstance
		,workflowtemplate
		,processinstance_id
		,numericrequisitionnumber
		,rollupname
		,requisitionstatus
		,salarygradecode
		,minimumsalary
		,midrangesalary
		,maximumsalary
		,salaryfrequency
		,salarycurrency
		,minexperience
		,isfulltime
		,positionlevel
		,flsaexemptionstatus
		,degreerequired
		,relocation
		,travelpercent
		,jobfamily
		,reportsto
		,customfield_id
		,noofopenings
		,offercount
		,filledcount
		,reasonforopenings
		,incumbent
		,creator
		,targetfilldate
		,hiringmanager
		,maxaddcompntype
		,maxaddcompnallowed
		,employmentstatus
		,grade
		,payratetype
		,approverlist_id
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
		SELECT requisition_id
			,requisitionnumber
			,pageflowinstance
			,workflowtemplate
			,processinstance_id
			,numericrequisitionnumber
			,rollupname
			,requisitionstatus
			,salarygradecode
			,minimumsalary
			,midrangesalary
			,maximumsalary
			,salaryfrequency
			,salarycurrency
			,minexperience
			,isfulltime
			,positionlevel
			,flsaexemptionstatus
			,degreerequired
			,relocation
			,travelpercent
			,jobfamily
			,reportsto
			,customfield_id
			,noofopenings
			,offercount
			,filledcount
			,reasonforopenings
			,incumbent
			,creator
			,TO_CHAR(targetfilldate,''YYYY-MM-DD HH24:MI:SS'') AS targetfilldate
			,hiringmanager
			,maxaddcompntype
			,maxaddcompnallowed
			,employmentstatus
			,grade
			,payratetype
			,approverlist_id
		FROM requisition
		') as a","SELECT		requisition_id, 
				requisitionnumber, 
				pageflowinstance, 
				workflowtemplate, 
				processinstance_id, 
				numericrequisitionnumber, 
				rollupname, 
				requisitionstatus, 
				salarygradecode, 
				minimumsalary, 
				midrangesalary, 
				maximumsalary, 
				salaryfrequency, 
				salarycurrency, 
				minexperience, 
				isfulltime, 
				positionlevel, 
				flsaexemptionstatus, 
				degreerequired, 
				relocation, 
				travelpercent, 
				jobfamily, 
				reportsto, 
				customfield_id, 
				noofopenings, 
				offercount, 
				filledcount, 
				reasonforopenings, 
				incumbent, 
				creator, 
				CONVERT(VARCHAR(19), targetfilldate, 120) as targetfilldate,  
				hiringmanager, 
				maxaddcompntype, 
				maxaddcompnallowed, 
				employmentstatus, 
				grade, 
				payratetype, 
				approverlist_id, 
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM requisition"
51,51,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_RequisitionHiringTeam]
           ([requisitionhiringteam_id]
           ,[version]
           ,[requisition_id]
           ,[person_id]
           ,[memberrole]
           ,[datecreated]
           ,[datelastmodified]
           ,[createdby]
           ,[lastmodifiedby]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
	select RequisitionHiringTeam_id
		,Version
		,Requisition_id
		,person_id
		,MemberRole
		,DateCreated
		,DateLastModified
		,CreatedBy
		,LastModifiedBy
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
		select RequisitionHiringTeam_id
			,Version
			,Requisition_id
			,Member_id as person_id
			,MemberRole
			,TO_CHAR(DateCreated,''YYYY-MM-DD HH24:MI:SS'') AS DateCreated
			,TO_CHAR(DateLastModified,''YYYY-MM-DD HH24:MI:SS'') AS DateLastModified
			,CreatedBy
			,LastModifiedBy
		FROM requisitionHiringTeam
		WHERE 
			(DateLastModified >= <FROMDATE_Q> )
		') as a","SELECT		rht.requisitionhiringteam_id, 
				rht.version, 
				rht.requisition_id, 
				rht.member_id as person_id, 
				rht.memberrole, 
				rht.IsPrimaryRecruiter,
				rht.IsActive,
				CONVERT(VARCHAR(19), datecreated, 120) as datecreated, 
			    CONVERT(VARCHAR(19), datelastmodified, 120) as datelastmodified,
				rht.createdby, 
				rht.lastmodifiedby, 
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM requisitionhiringteam rht"
52,52,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_Response_aTao]
           ([Response_Id]
           ,[Version]
           ,[Response_Num]
           ,[Answer_Id]
           ,[Question_Id]
           ,[IsSpecialConsideration]
           ,[ResponseTag]
           ,[Guuid]
           ,[DateCreated]
           ,[CreatedBy]
           ,[DateLastModified]
           ,[LastModifiedBy]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
	SELECT
		response_id
		,version
		,response_num
		,answer_id
		,question_id
		,isspecialconsideration
		,responsetag
		,guuid
		,datecreated
		,createdby
		,datelastmodified
		,lastmodifiedby
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
		SELECT
			response_id
			,version
			,response_num
			,answer_id
			,question_id
			,isspecialconsideration
			,responsetag
			,guuid
			,TO_CHAR(datecreated,''YYYY-MM-DD HH24:MI:SS'') AS datecreated
			,createdby
			,TO_CHAR(datelastmodified,''YYYY-MM-DD HH24:MI:SS'') AS datelastmodified
			,lastmodifiedby
		FROM response_atao
		WHERE 
			(DateCreated >= <FROMDATE_Q>  or DateLastModified >= <FROMDATE_Q> )
		') as a","SELECT		response_id, 
				version, 
				response_num, 
				answer_id, 
				question_id, 
				isspecialconsideration, 
				responsetag, 
				guuid, 
				CONVERT(VARCHAR(19), datecreated, 120) as datecreated,  
				createdby, 
				CONVERT(VARCHAR(19), datelastmodified, 120) as datelastmodified,
				lastmodifiedby, 
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM response_atao 
	 WHERE (datecreated >= <FROMDATE_Q>) OR (datelastmodified >= <FROMDATE_Q>)"
53,53,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_Role]
           ([Role_Id]
           ,[Version]
           ,[Name]
           ,[DtName]
           ,[Description]
           ,[Client_Id]
           ,[Label_Id]
           ,[DateCreated]
           ,[DateLastModified]
           ,[CreatedBy]
           ,[LastModifiedBy]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
	SELECT ROLE_ID
		,VERSION
		,NAME
		,DTNAME
		,DESCRIPTION
		,CLIENT_ID
		,LABEL_ID
		,datecreated
		,DateLastModified
		,CREATEDBY
		,LASTMODIFIEDBY
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
		SELECT ROLE_ID
			,VERSION
			,NAME
			,DTNAME
			,DESCRIPTION
			,CLIENT_ID
			,LABEL_ID
			,TO_CHAR(datecreated,''YYYY-MM-DD HH24:MI:SS'') AS datecreated
			,TO_CHAR(DateLastModified,''YYYY-MM-DD HH24:MI:SS'') AS DateLastModified
			,CREATEDBY
			,LASTMODIFIEDBY
		FROM ROLE 
		') as a","SELECT		role_id, 
				version, 
				name, 
				dtname, 
				description, 
				client_id, 
				label_id, 
				CONVERT(VARCHAR(19), datecreated, 120) as datecreated, 
				CONVERT(VARCHAR(19), datelastmodified, 120) as datelastmodified, 
				createdby, 
				lastmodifiedby, 
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM role "
54,54,2,8.5,999,"INSERT INTO [DataWarehouse].[Stage].[aTao_Role_Permission]
           ([Role_Permission_Id]
           ,[Permission_Id]
           ,[ExtractDate]
           ,[BatchDate]
           ,[SourceSkey])
	SELECT ROLE_PERMISSION_ID 
		,PERMISSION_ID 
		,<BATCHDATE> as ExtractDate
		,<BATCHDATE> as BatchDate
		,<SOURCESKEY> as SourceSkey
	FROM OPENQUERY(<LINKNAME>, N'
		SELECT ROLE_PERMISSION_ID 
			,PERMISSION_ID 
		FROM ROLE_PERMISSION
		') as a","SELECT		role_permission_id, 
				permission_id, 
				<BATCHDATE> as ExtractDate, 
				<BATCHDATE> as BatchDate, 
				<SOURCESKEY> as SourceSkey 
	 FROM role_permission "
